id;processo;0
1125;0015004-18.2014.4.01.3300;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Formação, Suspensão e Extinção do Processo (8938)  -  Extinção do Processo Sem Resolução de Mérito (8942)  -  Legitimidade para a Causa (10736)  -  Ausência de Legitimidade para a Causa (12414"
1126;8001642-86.2018.8.05.0142;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Propriedade (10448)  -  Aquisição (10455)  -  Acessão (10456"
1127;8001642-86.2018.8.05.0142;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Propriedade (10448)  -  Aquisição (10455"
1128;0800909-78.2022.8.10.0100;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Atos executórios (11786)  -  Embargos de Terceiro  (13150"
1129;0015004-18.2014.4.01.3300;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Formação, Suspensão e Extinção do Processo (8938)  -  Extinção do Processo Sem Resolução de Mérito (8942)  -  Legitimidade para a Causa (10736)  -  Ausência de Legitimidade para a Causa (12414"
1130;0804055-77.2022.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
1131;5000933-72.2022.8.08.0015;"DIREITO CIVIL (899)  -  Responsabilidade Civil (10431)  -  Indenização por Dano Moral (10433"
1132;5066652-42.2022.4.04.7000;"Conflito fundiário coletivo rural, Coisas, DIREITO CIVIL"
1133;5066652-42.2022.4.04.7000;"Esbulho / Turbação / Ameaça, Posse, Coisas, DIREITO CIVIL"
1134;5734390-71.2022.8.09.0065;"9524 - DIREITO PROCESSUAL CIVIL E DO TRABALHO -> Tutela Provisória -> Indenização do Prejuízo - CPC"
1135;0806306-15.2022.4.05.8500;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1136;1010046-46.2022.4.01.3702;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1137;0830210-83.2022.8.12.0110;Quitação
1138;0000744-95.2022.8.26.0172;"Indenização por Dano Moral"
1139;0804211-53.2022.8.10.0056;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias cíveis/de ordem (11781)  -  Citação (11783"
1140;5002185-92.2022.8.13.0267;"DIREITO À EDUCAÇÃO (12775)  -  ACESSO (12795)  -  VAGA (12803)  -  ACESSO PRÓXIMO DO DOMICÍLIO (12895"
1141;5002185-92.2022.8.13.0267;"DIREITO À EDUCAÇÃO (12775)  -  QUALIDADE (12797)  -  BULLYING, VIOLÊNCIA E DISCRIMINAÇÃO (12857"
1142;0817189-46.2022.8.10.0029;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias cíveis/de ordem (11781)  -  Citação (11783"
1143;0801141-68.2022.8.10.0075;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Aquisição (10447"
1144;0801141-68.2022.8.10.0075;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1145;0810460-35.2022.8.14.0015;"10445 - Esbulho / Turbação / Ameaça; 11412 - Conflito fundiário coletivo rural"
1146;0801216-35.2022.4.05.8303;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1147;1072670-40.2022.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1148;5000040-78.2023.8.13.0671;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1149;5000040-78.2023.8.13.0671;"DIREITO AMBIENTAL (10110)  -  Dano Ambiental (10438"
1150;0801726-17.2023.8.10.0001;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1151;1000112-50.2023.4.06.3812;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1152;1000112-50.2023.4.06.3812;"DIREITO AMBIENTAL (10110)  -  Revogação/Concessão de Licença Ambiental (10111"
1153;1000112-50.2023.4.06.3812;"DIREITO AMBIENTAL (10110)  -  Patrimônio Cultural (11830"
1154;1000112-50.2023.4.06.3812;"DIREITO AMBIENTAL (10110)  -  Mineração (11822"
1155;0000020-36.2023.8.26.0470;Citação
1156;0800451-77.2023.8.14.0015;"10445 - Esbulho / Turbação / Ameaça; 11412 - Conflito fundiário coletivo rural"
1157;0106863-45.2015.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1158;0106863-45.2015.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1159;0106863-45.2015.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1160;0106863-45.2015.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1161;5000449-44.2023.8.13.0351;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Contratos (9580)  -  Alienação Fiduciária (9582"
1162;5000449-44.2023.8.13.0351;"DIREITO CIVIL (899)  -  Pessoas Jurídicas (9981)  -  Associação (4897)  -  Inclusão de associado (9545"
1163;0800072-86.2023.8.10.0100;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias cíveis/de ordem (11781)  -  Citação (11783"
1164;0004203-76.2016.4.01.3816;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1165;0800388-49.2023.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias cíveis/de ordem (11781)  -  Citação (11783"
1166;5064746-61.2023.8.09.0031;"11785 - Finalidade - IMISSAO DE POSSE"
1167;0800334-30.2023.8.18.0030;"Tutela Inibitória (Obrigação de Fazer e Não Fazer)"
1168;0000302-91.2023.8.16.0134;"Esbulho / Turbação / Ameaça"
1169;0000302-91.2023.8.16.0134;"TUTELA DE URGENCIA"
1170;1010519-54.2023.4.06.3800;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1171;0800621-58.2023.8.10.0048;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias cíveis/de ordem (11781)  -  Citação (11783"
1172;0809232-44.2023.8.10.0001;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1173;0809182-18.2023.8.10.0001;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1174;0808997-77.2023.8.10.0001;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1175;1002504-75.2023.4.06.3807;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1176;0001641-47.2018.4.01.3906;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1177;1014650-22.2023.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Propriedade (10448)  -  Aquisição (10455)  -  Usucapião de bem móvel (11990"
1178;8000080-90.2023.8.05.0134;"DIREITO TRIBUTÁRIO (14)  -  Dívida Ativa (6017"
1179;0003483-62.2018.4.01.3906;"11822 - Mineração"
1180;0800181-68.2023.8.18.0071;"Esbulho / Turbação / Ameaça"
1181;1002104-02.2023.4.01.4001;"DIREITO À EDUCAÇÃO (12775)  -  ACESSO (12795)  -  VAGA (12803)  -  ACESSO PRÓXIMO DO DOMICÍLIO (12895"
1182;1002104-02.2023.4.01.4001;"Direito à Educação (12775)  -  Educação Básica (12793)  -  Quilombolas (12825"
1183;1000903-05.2023.4.01.3506;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1184;0014343-48.2001.8.26.0266;"IPTU/ Imposto Predial e Territorial Urbano"
1185;0800358-27.2023.8.10.0080;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias cíveis/de ordem (11781)  -  Intimação (11782"
1186;0200463-94.2023.8.06.0070;"Práticas Abusivas"
1187;0802684-47.2023.8.14.0015;"10447 - Aquisição; 11412 - Conflito fundiário coletivo rural"
1188;0000992-47.2013.8.26.0699;"Denunciação caluniosa"
1189;0008110-02.2016.8.13.0418;"Esbulho / Turbação / Ameaça"
1190;0008110-02.2016.8.13.0418;Posse
1191;0008110-02.2016.8.13.0418;Coisas
1192;0008110-02.2016.8.13.0418;Civil
1193;0000955-14.2009.8.24.0053;"Nota promissória, Espécies de títulos de crédito, Obrigações, DIREITO CIVIL"
1194;5206260-02.2023.8.09.0031;"10938 - Finalidade - CITACAO"
1195;0143700-68.2010.5.16.0016;"Aviso Prévio"
1196;0001181-42.2017.5.08.0115;"Indenização por Dano Moral"
1197;0001181-42.2017.5.08.0115;"Verbas Rescisórias"
1198;0001181-42.2017.5.08.0115;"Adicional de Horas Extras"
1199;0001182-27.2017.5.08.0115;"Indenização por Dano Moral"
1200;0001182-27.2017.5.08.0115;"Verbas Rescisórias"
1201;0001182-27.2017.5.08.0115;"Adicional de Horas Extras"
1202;0001183-12.2017.5.08.0115;"Indenização por Dano Moral"
1203;0001183-12.2017.5.08.0115;"Verbas Rescisórias"
1204;0001183-12.2017.5.08.0115;"Adicional de Horas Extras"
1205;0001185-79.2017.5.08.0115;"Verbas Rescisórias"
1206;0001185-79.2017.5.08.0115;"Adicional de Horas Extras"
1207;0001180-57.2017.5.08.0115;"Indenização por Dano Moral"
1208;0001180-57.2017.5.08.0115;"Verbas Rescisórias"
1209;0001180-57.2017.5.08.0115;"Adicional de Horas Extras"
1210;0001176-20.2017.5.08.0115;"Indenização por Dano Moral"
1211;0001176-20.2017.5.08.0115;"Aviso Prévio"
1212;0001176-20.2017.5.08.0115;"Multa de 40% do FGTS"
1213;0001176-20.2017.5.08.0115;"Férias Proporcionais"
1214;0001176-20.2017.5.08.0115;"Saldo de Salário"
1215;0001176-20.2017.5.08.0115;"Adicional de Horas Extras"
1216;0001176-20.2017.5.08.0115;"Reconhecimento de Relação de Emprego"
1217;0001177-05.2017.5.08.0115;"Multa de 40% do FGTS"
1218;0001177-05.2017.5.08.0115;"Verbas Rescisórias"
1219;0001177-05.2017.5.08.0115;"Adicional de Horas Extras"
1220;0001177-05.2017.5.08.0115;"Reconhecimento de Relação de Emprego"
1221;0001178-87.2017.5.08.0115;"Indenização por Dano Moral"
1222;0001178-87.2017.5.08.0115;"Verbas Rescisórias"
1223;0001178-87.2017.5.08.0115;"Adicional de Horas Extras"
1224;0001178-87.2017.5.08.0115;"Reconhecimento de Relação de Emprego"
1225;0001175-35.2017.5.08.0115;"Indenização por Dano Moral"
1226;0001175-35.2017.5.08.0115;"Salário Vencido / Retido"
1227;0001175-35.2017.5.08.0115;"Verbas Rescisórias"
1228;0001175-35.2017.5.08.0115;"Adicional de Horas Extras"
1229;0001175-35.2017.5.08.0115;"Reconhecimento de Relação de Emprego"
1230;0000907-35.2017.5.05.0221;"Honorários na Justiça do Trabalho"
1231;0000907-35.2017.5.05.0221;"Correção Monetária"
1232;0011700-75.2012.5.16.0003;"Aviso Prévio"
1233;0001049-92.2015.5.19.0003;"Rescisão Indireta"
1234;0001049-92.2015.5.19.0003;"Multa do Artigo 477 da CLT"
1235;0001049-92.2015.5.19.0003;"Aviso Prévio"
1236;0001049-92.2015.5.19.0003;"Multa de 40% do FGTS"
1237;0001049-92.2015.5.19.0003;"Multa do Artigo 467 da CLT"
1238;0001049-92.2015.5.19.0003;"Décimo Terceiro Salário Proporcional"
1239;0001049-92.2015.5.19.0003;"Férias Proporcionais"
1240;0001049-92.2015.5.19.0003;"Saldo de Salário"
1241;0001049-92.2015.5.19.0003;"Horas Extras"
1242;0001049-92.2015.5.19.0003;"Anotação / Baixa / Retificação"
1243;0001049-92.2015.5.19.0003;"Integração em Verbas Rescisórias"
1244;0001049-92.2015.5.19.0003;"Verbas Rescisórias"
1245;0001049-92.2015.5.19.0003;Reflexos
1246;0001049-92.2015.5.19.0003;"Piso Salarial da Categoria / Salário Mínimo Profissional"
1247;0001049-92.2015.5.19.0003;"Levantamento / Liberação"
1248;0001049-92.2015.5.19.0003;"Depósito / Diferença de Recolhimento"
1249;0001049-92.2015.5.19.0003;"Supressão / Redução de Horas Extras Habituais - Indenização"
1250;0001049-92.2015.5.19.0003;"Indenização Adicional"
1251;0173200-85.2010.5.16.0015;"Aviso Prévio"
1252;0000283-44.2015.5.19.0260;"Aviso Prévio"
1253;0000283-44.2015.5.19.0260;"Décimo Terceiro Salário Proporcional"
1254;0000326-29.2015.5.23.0111;"Multa do Artigo 477 da CLT"
1255;0000326-29.2015.5.23.0111;"Aviso Prévio"
1256;0000326-29.2015.5.23.0111;"Multa de 40% do FGTS"
1257;0000326-29.2015.5.23.0111;"Multa do Artigo 467 da CLT"
1258;0000326-29.2015.5.23.0111;"Décimo Terceiro Salário Proporcional"
1259;0000326-29.2015.5.23.0111;"Férias Proporcionais"
1260;0000326-29.2015.5.23.0111;"Saldo de Salário"
1261;0000326-29.2015.5.23.0111;"Horas Extras"
1262;0000326-29.2015.5.23.0111;"Anotação na CTPS"
1263;0000326-29.2015.5.23.0111;"Vale Transporte"
1264;0000326-29.2015.5.23.0111;Indenização
1265;0000326-29.2015.5.23.0111;"Competência Territorial"
1266;0000327-14.2015.5.23.0111;"Multa do Artigo 477 da CLT"
1267;0000327-14.2015.5.23.0111;"Aviso Prévio"
1268;0000327-14.2015.5.23.0111;"Multa de 40% do FGTS"
1269;0000327-14.2015.5.23.0111;"Multa do Artigo 467 da CLT"
1270;0000327-14.2015.5.23.0111;"Décimo Terceiro Salário Proporcional"
1271;0000327-14.2015.5.23.0111;"Férias Proporcionais"
1272;0000327-14.2015.5.23.0111;"Saldo de Salário"
1273;0000327-14.2015.5.23.0111;"Horas Extras"
1274;0000327-14.2015.5.23.0111;"Anotação na CTPS"
1275;0000327-14.2015.5.23.0111;"Vale Transporte"
1276;0000327-14.2015.5.23.0111;Indenização
1277;0000327-14.2015.5.23.0111;"Competência Territorial"
1278;0000042-03.2015.5.19.0056;"Verbas Rescisórias"
1279;0000047-93.2015.5.19.0001;"Multa do Artigo 477 da CLT"
1280;0000047-93.2015.5.19.0001;"Aviso Prévio"
1281;0000047-93.2015.5.19.0001;"Multa de 40% do FGTS"
1282;0000047-93.2015.5.19.0001;"Décimo Terceiro Salário Proporcional"
1283;0000047-93.2015.5.19.0001;FGTS
1284;0000047-93.2015.5.19.0001;"Horas Extras"
1285;0000047-93.2015.5.19.0001;"Anotação / Baixa / Retificação"
1286;0000047-93.2015.5.19.0001;Reflexos
1287;0000047-93.2015.5.19.0001;"Repouso Semanal Remunerado e Feriado"
1288;0000047-93.2015.5.19.0001;Indenização
1289;0000047-93.2015.5.19.0001;"Desconfiguração de Justa Causa"
1290;0000012-65.2015.5.19.0056;"Multa do Artigo 477 da CLT"
1291;0000012-65.2015.5.19.0056;"Multa de 40% do FGTS"
1292;0000012-65.2015.5.19.0056;"Multa do Artigo 467 da CLT"
1293;0000012-65.2015.5.19.0056;"Liberação / Entrega das Guias"
1294;0000012-65.2015.5.19.0056;"Décimo Terceiro Salário Proporcional"
1295;0000012-65.2015.5.19.0056;"Férias Proporcionais"
1296;0000012-65.2015.5.19.0056;FGTS
1297;0000012-65.2015.5.19.0056;"Anotação / Baixa / Retificação"
1298;0000012-65.2015.5.19.0056;Indenização
1299;0001300-82.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1300;0001300-82.2014.5.19.0056;"Aviso Prévio"
1301;0001300-82.2014.5.19.0056;"Multa de 40% do FGTS"
1302;0001300-82.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1303;0001300-82.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1304;0001300-82.2014.5.19.0056;"Férias Proporcionais"
1305;0001300-82.2014.5.19.0056;FGTS
1306;0001300-82.2014.5.19.0056;"Anotação / Baixa / Retificação"
1307;0001300-82.2014.5.19.0056;"Anotação na CTPS"
1308;0001300-82.2014.5.19.0056;"Verbas Rescisórias"
1309;0002156-26.2017.5.19.0061;"Liberação / Entrega das Guias"
1310;0002156-26.2017.5.19.0061;"Anotação / Baixa / Retificação"
1311;0002156-26.2017.5.19.0061;"Depósito / Diferença de Recolhimento"
1312;0000457-79.2017.5.06.0281;Intimação
1313;0001245-34.2014.5.19.0056;"Aviso Prévio"
1314;0001247-04.2014.5.19.0056;"Aviso Prévio"
1315;0001244-49.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1316;0001244-49.2014.5.19.0056;"Aviso Prévio"
1317;0001244-49.2014.5.19.0056;"Correção Monetária"
1318;0001246-19.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1319;0001246-19.2014.5.19.0056;Contratuais
1320;0001246-19.2014.5.19.0056;"Aviso Prévio"
1321;0001246-19.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1322;0001246-19.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1323;0001246-19.2014.5.19.0056;"Férias Proporcionais"
1324;0001246-19.2014.5.19.0056;"Anotação na CTPS"
1325;0001246-19.2014.5.19.0056;"Correção Monetária"
1326;0001229-80.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1327;0001229-80.2014.5.19.0056;"Aviso Prévio"
1328;0001229-80.2014.5.19.0056;"Multa de 40% do FGTS"
1329;0001229-80.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1330;0001229-80.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1331;0001229-80.2014.5.19.0056;"Férias Proporcionais"
1332;0001229-80.2014.5.19.0056;FGTS
1333;0001229-80.2014.5.19.0056;"Anotação / Baixa / Retificação"
1334;0001229-80.2014.5.19.0056;"Anotação na CTPS"
1335;0001229-80.2014.5.19.0056;"Verbas Rescisórias"
1336;0001223-73.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1337;0001223-73.2014.5.19.0056;"Aviso Prévio"
1338;0001223-73.2014.5.19.0056;"Multa de 40% do FGTS"
1339;0001223-73.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1340;0001223-73.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1341;0001223-73.2014.5.19.0056;"Férias Proporcionais"
1342;0001223-73.2014.5.19.0056;"Saldo de Salário"
1343;0001223-73.2014.5.19.0056;FGTS
1344;0001223-73.2014.5.19.0056;"Verbas Rescisórias"
1345;0001223-73.2014.5.19.0056;Indenização
1346;0001203-82.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1347;0001203-82.2014.5.19.0056;"Aviso Prévio"
1348;0001203-82.2014.5.19.0056;"Multa de 40% do FGTS"
1349;0001203-82.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1350;0001203-82.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1351;0001203-82.2014.5.19.0056;"Férias Proporcionais"
1352;0001203-82.2014.5.19.0056;"Saldo de Salário"
1353;0001203-82.2014.5.19.0056;FGTS
1354;0001203-82.2014.5.19.0056;"Verbas Rescisórias"
1355;0001203-82.2014.5.19.0056;Indenização
1356;0001203-82.2014.5.19.0056;"Seguro Desemprego"
1357;0001201-15.2014.5.19.0056;"Indenização por Dano Moral"
1358;0001201-15.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1359;0001201-15.2014.5.19.0056;"Aviso Prévio"
1360;0001201-15.2014.5.19.0056;"Multa de 40% do FGTS"
1361;0001201-15.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1362;0001201-15.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1363;0001201-15.2014.5.19.0056;"Férias Proporcionais"
1364;0001201-15.2014.5.19.0056;"Saldo de Salário"
1365;0001201-15.2014.5.19.0056;"Anotação / Baixa / Retificação"
1366;0001201-15.2014.5.19.0056;"Verbas Rescisórias"
1367;0001201-15.2014.5.19.0056;CTPS
1368;0001853-29.2014.5.19.0057;"Multa do Artigo 477 da CLT"
1369;0001853-29.2014.5.19.0057;"Adicional de Insalubridade"
1370;0001853-29.2014.5.19.0057;"Aviso Prévio"
1371;0001853-29.2014.5.19.0057;"Multa de 40% do FGTS"
1372;0001853-29.2014.5.19.0057;"Multa do Artigo 467 da CLT"
1373;0001853-29.2014.5.19.0057;"Décimo Terceiro Salário Proporcional"
1374;0001853-29.2014.5.19.0057;"Férias Proporcionais"
1375;0001853-29.2014.5.19.0057;"Anotação / Baixa / Retificação"
1376;0001853-29.2014.5.19.0057;"Depósito / Diferença de Recolhimento"
1377;0001181-24.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1378;0001181-24.2014.5.19.0056;"Aviso Prévio"
1379;0001181-24.2014.5.19.0056;"Multa de 40% do FGTS"
1380;0001181-24.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1381;0001181-24.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1382;0001181-24.2014.5.19.0056;"Férias Proporcionais"
1383;0001181-24.2014.5.19.0056;"Saldo de Salário"
1384;0001181-24.2014.5.19.0056;"Anotação / Baixa / Retificação"
1385;0001181-24.2014.5.19.0056;"Anotação na CTPS"
1386;0001181-24.2014.5.19.0056;"Verbas Rescisórias"
1387;0001175-17.2014.5.19.0056;"Aviso Prévio"
1388;0001172-62.2014.5.19.0056;"Justa Causa / Falta Grave"
1389;0001674-57.2014.5.19.0005;"Multa do Artigo 477 da CLT"
1390;0001674-57.2014.5.19.0005;"Aviso Prévio"
1391;0001674-57.2014.5.19.0005;"Multa de 40% do FGTS"
1392;0001674-57.2014.5.19.0005;"Férias Proporcionais"
1393;0001674-57.2014.5.19.0005;FGTS
1394;0001674-57.2014.5.19.0005;"Horas Extras"
1395;0001674-57.2014.5.19.0005;"Repouso Semanal Remunerado e Feriado"
1396;0001674-57.2014.5.19.0005;"Adicional de Horas Extras"
1397;0001674-57.2014.5.19.0005;Indenização
1398;0001674-57.2014.5.19.0005;"Seguro Desemprego"
1399;0001674-57.2014.5.19.0005;"Expurgos Inflacionários"
1400;0001674-57.2014.5.19.0005;"Indenização / Dobra / Terço Constitucional"
1401;0001170-92.2014.5.19.0056;"Aviso Prévio"
1402;0001153-56.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1403;0001153-56.2014.5.19.0056;"Adicional de Insalubridade"
1404;0001153-56.2014.5.19.0056;"Aviso Prévio"
1405;0001153-56.2014.5.19.0056;"Multa de 40% do FGTS"
1406;0001153-56.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1407;0001153-56.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1408;0001153-56.2014.5.19.0056;"Férias Proporcionais"
1409;0001153-56.2014.5.19.0056;"Anotação / Baixa / Retificação"
1410;0001153-56.2014.5.19.0056;"Verbas Rescisórias"
1411;0001154-41.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1412;0001154-41.2014.5.19.0056;"Adicional de Insalubridade"
1413;0001154-41.2014.5.19.0056;"Aviso Prévio"
1414;0001154-41.2014.5.19.0056;"Multa de 40% do FGTS"
1415;0001154-41.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1416;0001154-41.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1417;0001154-41.2014.5.19.0056;"Férias Proporcionais"
1418;0001154-41.2014.5.19.0056;"Verbas Rescisórias"
1419;0001154-41.2014.5.19.0056;"Repouso Semanal Remunerado e Feriado"
1420;0001158-78.2014.5.19.0056;"Justa Causa / Falta Grave"
1421;0001155-26.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1422;0001155-26.2014.5.19.0056;"Adicional de Insalubridade"
1423;0001155-26.2014.5.19.0056;"Aviso Prévio"
1424;0001155-26.2014.5.19.0056;"Multa de 40% do FGTS"
1425;0001155-26.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1426;0001155-26.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1427;0001155-26.2014.5.19.0056;"Férias Proporcionais"
1428;0001155-26.2014.5.19.0056;"Anotação / Baixa / Retificação"
1429;0001155-26.2014.5.19.0056;"Verbas Rescisórias"
1430;0001155-26.2014.5.19.0056;"Repouso Semanal Remunerado e Feriado"
1431;0001156-11.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1432;0001156-11.2014.5.19.0056;"Adicional de Insalubridade"
1433;0001156-11.2014.5.19.0056;"Aviso Prévio"
1434;0001156-11.2014.5.19.0056;"Multa de 40% do FGTS"
1435;0001156-11.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1436;0001156-11.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1437;0001156-11.2014.5.19.0056;"Férias Proporcionais"
1438;0001156-11.2014.5.19.0056;"Anotação / Baixa / Retificação"
1439;0001156-11.2014.5.19.0056;"Verbas Rescisórias"
1440;0001156-11.2014.5.19.0056;"Repouso Semanal Remunerado e Feriado"
1441;0001157-93.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1442;0001157-93.2014.5.19.0056;"Adicional de Insalubridade"
1443;0001157-93.2014.5.19.0056;"Aviso Prévio"
1444;0001157-93.2014.5.19.0056;"Multa de 40% do FGTS"
1445;0001157-93.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1446;0001157-93.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1447;0001157-93.2014.5.19.0056;"Férias Proporcionais"
1448;0001157-93.2014.5.19.0056;"Verbas Rescisórias"
1449;0001157-93.2014.5.19.0056;"Repouso Semanal Remunerado e Feriado"
1450;0001151-86.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1451;0001151-86.2014.5.19.0056;"Adicional de Insalubridade"
1452;0001151-86.2014.5.19.0056;"Aviso Prévio"
1453;0001151-86.2014.5.19.0056;"Multa de 40% do FGTS"
1454;0001151-86.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1455;0001151-86.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1456;0001151-86.2014.5.19.0056;"Férias Proporcionais"
1457;0001151-86.2014.5.19.0056;"Anotação / Baixa / Retificação"
1458;0001151-86.2014.5.19.0056;"Verbas Rescisórias"
1459;0001152-71.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1460;0001152-71.2014.5.19.0056;"Adicional de Insalubridade"
1461;0001152-71.2014.5.19.0056;"Multa de 40% do FGTS"
1462;0001152-71.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1463;0001152-71.2014.5.19.0056;"Anotação / Baixa / Retificação"
1464;0001152-71.2014.5.19.0056;"Verbas Rescisórias"
1465;0001152-71.2014.5.19.0056;"Repouso Semanal Remunerado e Feriado"
1466;0001146-64.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1467;0001146-64.2014.5.19.0056;"Aviso Prévio"
1468;0001146-64.2014.5.19.0056;"Multa de 40% do FGTS"
1469;0001146-64.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1470;0001146-64.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1471;0001146-64.2014.5.19.0056;"Férias Proporcionais"
1472;0001146-64.2014.5.19.0056;"Saldo de Salário"
1473;0001146-64.2014.5.19.0056;FGTS
1474;0001146-64.2014.5.19.0056;"Verbas Rescisórias"
1475;0001147-49.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1476;0001147-49.2014.5.19.0056;"Aviso Prévio"
